,CompetitionID,CompetitorID,CompetitionDate,QArrAvg,Time_DoY,Time_M,Time_W
0,454,11003,2013-04-15,8.590277777777779,105,4,16
1,454,1112,2013-04-15,9.29861111111111,105,4,16
2,454,11243,2013-04-15,8.631944444444445,105,4,16
3,454,11294,2013-04-15,9.17361111111111,105,4,16
4,454,11296,2013-04-15,9.07638888888889,105,4,16
5,454,11310,2013-04-15,8.381944444444445,105,4,16
6,454,11453,2013-04-15,8.5,105,4,16
7,454,11964,2013-04-15,8.833333333333334,105,4,16
8,454,12439,2013-04-15,8.95138888888889,105,4,16
9,454,12443,2013-04-15,8.5,105,4,16
10,454,12475,2013-04-15,8.569444444444445,105,4,16
11,454,12569,2013-04-15,8.680555555555555,105,4,16
12,454,12702,2013-04-15,8.51388888888889,105,4,16
13,454,12798,2013-04-15,8.034722222222221,105,4,16
14,454,13033,2013-04-15,8.416666666666666,105,4,16
15,454,13093,2013-04-15,8.229166666666666,105,4,16
16,454,13102,2013-04-15,8.57638888888889,105,4,16
17,454,13103,2013-04-15,8.555555555555555,105,4,16
18,454,13105,2013-04-15,8.5625,105,4,16
19,454,13125,2013-04-15,8.791666666666666,105,4,16
20,454,13126,2013-04-15,8.166666666666666,105,4,16
21,454,13127,2013-04-15,8.416666666666666,105,4,16
22,454,13285,2013-04-15,6.868055555555555,105,4,16
23,454,13292,2013-04-15,8.930555555555555,105,4,16
24,454,13302,2013-04-15,8.416666666666666,105,4,16
25,454,13305,2013-04-15,8.284722222222221,105,4,16
26,454,13306,2013-04-15,8.32638888888889,105,4,16
27,454,13410,2013-04-15,8.569444444444445,105,4,16
28,454,2061,2013-04-15,9.034722222222221,105,4,16
29,454,2379,2013-04-15,9.069444444444445,105,4,16
30,454,408,2013-04-15,8.98611111111111,105,4,16
31,454,423,2013-04-15,9.083333333333334,105,4,16
32,454,4271,2013-04-15,8.805555555555555,105,4,16
33,454,4274,2013-04-15,8.791666666666666,105,4,16
34,454,4633,2013-04-15,8.70138888888889,105,4,16
35,454,4947,2013-04-15,8.854166666666666,105,4,16
36,454,4971,2013-04-15,8.75,105,4,16
37,454,5974,2013-04-15,9.1875,105,4,16
38,454,6282,2013-04-15,8.75,105,4,16
39,454,6403,2013-04-15,8.82638888888889,105,4,16
40,454,6425,2013-04-15,8.416666666666666,105,4,16
41,454,6553,2013-04-15,8.17361111111111,105,4,16
42,454,6738,2013-04-15,8.805555555555555,105,4,16
43,454,6942,2013-04-15,8.777777777777779,105,4,16
44,454,7084,2013-04-15,9.020833333333334,105,4,16
45,454,7202,2013-04-15,8.805555555555555,105,4,16
46,454,7205,2013-04-15,8.875,105,4,16
47,454,7318,2013-04-15,8.79861111111111,105,4,16
48,454,7323,2013-04-15,8.340277777777779,105,4,16
49,454,7341,2013-04-15,9.027777777777779,105,4,16
50,454,7388,2013-04-15,8.958333333333334,105,4,16
51,454,7582,2013-04-15,8.631944444444445,105,4,16
52,454,7648,2013-04-15,8.6875,105,4,16
53,454,7652,2013-04-15,8.930555555555555,105,4,16
54,454,7938,2013-04-15,8.291666666666666,105,4,16
55,454,7954,2013-04-15,8.659722222222221,105,4,16
56,454,8038,2013-04-15,9.270833333333334,105,4,16
57,454,8127,2013-04-15,9.222222222222221,105,4,16
58,454,8168,2013-04-15,8.729166666666666,105,4,16
59,454,8169,2013-04-15,8.659722222222221,105,4,16
60,454,8691,2013-04-15,8.73611111111111,105,4,16
61,454,8693,2013-04-15,8.784722222222221,105,4,16
62,454,8776,2013-04-15,9.07638888888889,105,4,16
63,454,8777,2013-04-15,9.118055555555555,105,4,16
64,454,8912,2013-04-15,8.993055555555555,105,4,16
65,454,9013,2013-04-15,9.152777777777779,105,4,16
66,454,9028,2013-04-15,8.993055555555555,105,4,16
67,454,9050,2013-04-15,8.652777777777779,105,4,16
68,454,9217,2013-04-15,8.993055555555555,105,4,16
69,454,9218,2013-04-15,8.541666666666666,105,4,16
70,454,9220,2013-04-15,8.48611111111111,105,4,16
71,454,9300,2013-04-15,8.854166666666666,105,4,16
72,454,9384,2013-04-15,8.291666666666666,105,4,16
73,454,9758,2013-04-15,8.5625,105,4,16
74,508,11139,2014-10-10,8.291666666666666,283,10,41
75,508,12336,2014-10-10,7.027777777777778,283,10,41
76,508,12339,2014-10-10,7.541666666666667,283,10,41
77,508,12562,2014-10-10,8.277777777777779,283,10,41
78,508,13190,2014-10-10,7.930555555555555,283,10,41
79,508,15439,2014-10-10,8.416666666666666,283,10,41
80,508,15861,2014-10-10,8.152777777777779,283,10,41
81,508,15999,2014-10-10,8.75,283,10,41
82,508,16018,2014-10-10,0.4583333333333333,283,10,41
83,508,16035,2014-10-10,6.944444444444445,283,10,41
84,508,16037,2014-10-10,7.583333333333333,283,10,41
85,508,16047,2014-10-10,0.2222222222222222,283,10,41
86,508,16086,2014-10-10,8.375,283,10,41
87,508,16102,2014-10-10,6.847222222222222,283,10,41
88,508,16103,2014-10-10,7.75,283,10,41
89,508,16104,2014-10-10,4.583333333333333,283,10,41
90,508,16384,2014-10-10,8.222222222222221,283,10,41
91,508,17768,2014-10-10,7.986111111111111,283,10,41
92,508,5247,2014-10-10,8.416666666666666,283,10,41
93,508,5900,2014-10-10,8.13888888888889,283,10,41
94,508,8399,2014-10-10,7.972222222222222,283,10,41
95,508,8859,2014-10-10,8.472222222222221,283,10,41
96,508,8868,2014-10-10,8.51388888888889,283,10,41
97,508,9163,2014-10-10,8.625,283,10,41
98,508,9408,2014-10-10,9.027777777777779,283,10,41
99,14280,1031,2015-11-01,9.26388888888889,305,11,44
100,14280,11054,2015-11-01,9.38888888888889,305,11,44
101,14280,11058,2015-11-01,9.23611111111111,305,11,44
102,14280,11190,2015-11-01,8.36111111111111,305,11,44
103,14280,11249,2015-11-01,8.444444444444445,305,11,44
104,14280,11305,2015-11-01,9.305555555555555,305,11,44
105,14280,11392,2015-11-01,8.833333333333334,305,11,44
106,14280,11434,2015-11-01,9.125,305,11,44
107,14280,11466,2015-11-01,9.305555555555555,305,11,44
108,14280,11482,2015-11-01,9.23611111111111,305,11,44
109,14280,11609,2015-11-01,9.041666666666666,305,11,44
110,14280,11694,2015-11-01,9.277777777777779,305,11,44
111,14280,11722,2015-11-01,9.527777777777779,305,11,44
112,14280,11746,2015-11-01,8.875,305,11,44
113,14280,12079,2015-11-01,9.01388888888889,305,11,44
114,14280,12090,2015-11-01,9.222222222222221,305,11,44
115,14280,12120,2015-11-01,7.527777777777778,305,11,44
116,14280,12234,2015-11-01,8.375,305,11,44
117,14280,13156,2015-11-01,8.847222222222221,305,11,44
118,14280,13161,2015-11-01,8.791666666666666,305,11,44
119,14280,13275,2015-11-01,8.416666666666666,305,11,44
120,14280,13459,2015-11-01,7.222222222222222,305,11,44
121,14280,13494,2015-11-01,8.472222222222221,305,11,44
122,14280,13536,2015-11-01,8.680555555555555,305,11,44
123,14280,13946,2015-11-01,9.055555555555555,305,11,44
124,14280,14005,2015-11-01,8.333333333333334,305,11,44
125,14280,14122,2015-11-01,8.777777777777779,305,11,44
126,14280,14168,2015-11-01,8.86111111111111,305,11,44
127,14280,14244,2015-11-01,8.402777777777779,305,11,44
128,14280,14450,2015-11-01,7.777777777777778,305,11,44
129,14280,15075,2015-11-01,8.666666666666666,305,11,44
130,14280,15077,2015-11-01,8.5,305,11,44
131,14280,15078,2015-11-01,8.694444444444445,305,11,44
132,14280,15148,2015-11-01,9.01388888888889,305,11,44
133,14280,15216,2015-11-01,8.791666666666666,305,11,44
134,14280,15217,2015-11-01,8.375,305,11,44
135,14280,15219,2015-11-01,8.902777777777779,305,11,44
136,14280,15430,2015-11-01,9.180555555555555,305,11,44
137,14280,15587,2015-11-01,8.86111111111111,305,11,44
138,14280,15766,2015-11-01,9.583333333333334,305,11,44
139,14280,16107,2015-11-01,8.805555555555555,305,11,44
140,14280,16243,2015-11-01,8.722222222222221,305,11,44
141,14280,16335,2015-11-01,8.01388888888889,305,11,44
142,14280,17051,2015-11-01,8.63888888888889,305,11,44
143,14280,17055,2015-11-01,8.041666666666666,305,11,44
144,14280,17296,2015-11-01,9.069444444444445,305,11,44
145,14280,17910,2015-11-01,9.01388888888889,305,11,44
146,14280,17916,2015-11-01,8.86111111111111,305,11,44
147,14280,17934,2015-11-01,8.069444444444445,305,11,44
148,14280,2170,2015-11-01,7.555555555555555,305,11,44
149,14280,2263,2015-11-01,9.430555555555555,305,11,44
150,14280,3016,2015-11-01,8.847222222222221,305,11,44
151,14280,3756,2015-11-01,8.944444444444445,305,11,44
152,14280,3848,2015-11-01,9.027777777777779,305,11,44
